Category,Region,Year,Value
Softwood,Ialomita,1992,0.1
Softwood,Ialomita,1997,0.1
Softwood,Ialomita,1998,0.1
Softwood,Ialomita,1999,0.1
Softwood,Ialomita,2001,0.1
Softwood,Ialomita,2013,0.1
Softwood,Ialomita,2014,0.1
Softwood,Ialomita,2015,0.1
Softwood,Prahova,1990,33.6
Softwood,Prahova,1991,33.7
Softwood,Prahova,1992,33.7
Softwood,Prahova,1993,33.3
Softwood,Prahova,1994,33.2
Softwood,Prahova,1995,33.2
Softwood,Prahova,1996,33.2
Softwood,Prahova,1997,33.1
Softwood,Prahova,1998,33.1
Softwood,Prahova,1999,33.1
Softwood,Prahova,2000,33.0
Softwood,Prahova,2001,32.9
Softwood,Prahova,2002,32.8
Softwood,Prahova,2003,32.2
Softwood,Prahova,2004,32.3
Softwood,Prahova,2005,32.4
Softwood,Prahova,2006,32.3
Softwood,Prahova,2007,32.2
Softwood,Prahova,2008,32.1
Softwood,Prahova,2009,32.1
Softwood,Prahova,2010,32.2
Softwood,Prahova,2011,32.2
Softwood,Prahova,2012,32.2
Softwood,Prahova,2013,32.2
Softwood,Prahova,2014,32.7
Softwood,Prahova,2015,32.6
Softwood,Prahova,2016,32.7
Softwood,Prahova,2017,32.6
Softwood,Prahova,2018,32.6
Softwood,Prahova,2019,32.8
Softwood,Teleorman,1990,0.3
Softwood,Teleorman,1991,0.3
Softwood,Teleorman,1992,0.3
Softwood,Teleorman,1993,0.3
Softwood,Teleorman,1994,0.3
Softwood,Teleorman,1995,0.3
Softwood,Teleorman,1996,0.3
Softwood,Teleorman,1997,0.3
Softwood,Teleorman,1998,0.3
Softwood,Teleorman,1999,0.3
Softwood,Teleorman,2000,0.3
Softwood,Teleorman,2001,0.3
Softwood,Teleorman,2002,0.3
Softwood,Teleorman,2003,0.3
Softwood,Teleorman,2004,0.3
Softwood,Teleorman,2005,0.3
Softwood,Teleorman,2006,0.2
Softwood,Teleorman,2007,0.3
Softwood,Teleorman,2008,0.3
Softwood,Teleorman,2009,0.3
Softwood,Teleorman,2010,0.3
Softwood,Teleorman,2011,0.2
Softwood,Teleorman,2012,0.3
Softwood,Teleorman,2013,0.2
Softwood,Teleorman,2014,0.2
Softwood,Teleorman,2015,0.2
Softwood,Teleorman,2016,0.2
Softwood,Teleorman,2017,0.2
Softwood,Teleorman,2018,0.2
Softwood,Teleorman,2019,0.2
Softwood,'Regiunea BUCURESTI - ILFOV',1990,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1991,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1992,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1993,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1994,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1995,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1996,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1997,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1998,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',1999,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2000,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2001,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2002,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2003,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2004,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2005,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2006,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2007,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2008,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2009,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2010,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2011,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2012,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2013,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2014,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2015,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2016,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2017,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2018,0.1
Softwood,'Regiunea BUCURESTI - ILFOV',2019,0.1
Softwood,Ilfov,1990,0.1
Softwood,Ilfov,1991,0.1
Softwood,Ilfov,1992,0.1
Softwood,Ilfov,1993,0.1
Softwood,Ilfov,1994,0.1
Softwood,Ilfov,1995,0.1
Softwood,Ilfov,1996,0.1
Softwood,Ilfov,1997,0.1
Softwood,Ilfov,1998,0.1
Softwood,Ilfov,1999,0.1
Softwood,Ilfov,2000,0.1
Softwood,Ilfov,2001,0.1
Softwood,Ilfov,2002,0.1
Softwood,Ilfov,2003,0.1
Softwood,Ilfov,2004,0.1
Softwood,Ilfov,2005,0.1
Softwood,Ilfov,2006,0.1
Softwood,Ilfov,2007,0.1
Softwood,Ilfov,2008,0.1
Softwood,Ilfov,2009,0.1
Softwood,Ilfov,2010,0.1
Softwood,Ilfov,2011,0.1
Softwood,Ilfov,2012,0.1
Softwood,Ilfov,2013,0.1
Softwood,Ilfov,2014,0.1
Softwood,Ilfov,2015,0.1
Softwood,Ilfov,2016,0.1
Softwood,Ilfov,2017,0.1
Softwood,Ilfov,2018,0.1
Softwood,Ilfov,2019,0.1
Softwood,'MACROREGIUNEA PATRU',1990,294.9
Softwood,'MACROREGIUNEA PATRU',1991,296.5
Softwood,'MACROREGIUNEA PATRU',1992,294.3
Softwood,'MACROREGIUNEA PATRU',1993,286.3
Softwood,'MACROREGIUNEA PATRU',1994,284.3
Softwood,'MACROREGIUNEA PATRU',1995,282.1
Softwood,'MACROREGIUNEA PATRU',1996,274.5
Softwood,'MACROREGIUNEA PATRU',1997,272.8
Softwood,'MACROREGIUNEA PATRU',1998,268.8
Softwood,'MACROREGIUNEA PATRU',1999,268.9
Softwood,'MACROREGIUNEA PATRU',2000,267.4
Softwood,'MACROREGIUNEA PATRU',2001,265.8
Softwood,'MACROREGIUNEA PATRU',2002,266.9
Softwood,'MACROREGIUNEA PATRU',2003,265.5
Softwood,'MACROREGIUNEA PATRU',2004,265.2
Softwood,'MACROREGIUNEA PATRU',2005,276.2
Softwood,'MACROREGIUNEA PATRU',2006,271.4
Softwood,'MACROREGIUNEA PATRU',2007,274.4
Softwood,'MACROREGIUNEA PATRU',2008,275.8
Softwood,'MACROREGIUNEA PATRU',2009,278.8
Softwood,'MACROREGIUNEA PATRU',2010,278.0
Softwood,'MACROREGIUNEA PATRU',2011,276.4
Softwood,'MACROREGIUNEA PATRU',2012,274.4
Softwood,'MACROREGIUNEA PATRU',2013,273.8
Softwood,'MACROREGIUNEA PATRU',2014,271.4
Softwood,'MACROREGIUNEA PATRU',2015,271.0
Softwood,'MACROREGIUNEA PATRU',2016,270.8
Softwood,'MACROREGIUNEA PATRU',2017,268.8
Softwood,'MACROREGIUNEA PATRU',2018,263.6
Softwood,'MACROREGIUNEA PATRU',2019,262.4
Softwood,'Regiunea SUD-VEST OLTENIA',1990,123.7
Softwood,'Regiunea SUD-VEST OLTENIA',1991,124.6
Softwood,'Regiunea SUD-VEST OLTENIA',1992,122.9
Softwood,'Regiunea SUD-VEST OLTENIA',1993,118.6
Softwood,'Regiunea SUD-VEST OLTENIA',1994,118.0
Softwood,'Regiunea SUD-VEST OLTENIA',1995,116.9
Softwood,'Regiunea SUD-VEST OLTENIA',1996,117.0
Softwood,'Regiunea SUD-VEST OLTENIA',1997,116.3
Softwood,'Regiunea SUD-VEST OLTENIA',1998,115.6
Softwood,'Regiunea SUD-VEST OLTENIA',1999,115.6
Softwood,'Regiunea SUD-VEST OLTENIA',2000,114.1
Softwood,'Regiunea SUD-VEST OLTENIA',2001,113.5
Softwood,'Regiunea SUD-VEST OLTENIA',2002,112.2
Softwood,'Regiunea SUD-VEST OLTENIA',2003,110.8
Softwood,'Regiunea SUD-VEST OLTENIA',2004,110.9
Softwood,'Regiunea SUD-VEST OLTENIA',2005,122.9
Softwood,'Regiunea SUD-VEST OLTENIA',2006,123.9
Softwood,'Regiunea SUD-VEST OLTENIA',2007,124.4
Softwood,'Regiunea SUD-VEST OLTENIA',2008,125.1
Softwood,'Regiunea SUD-VEST OLTENIA',2009,127.0
Softwood,'Regiunea SUD-VEST OLTENIA',2010,127.1
Softwood,'Regiunea SUD-VEST OLTENIA',2011,126.8
Softwood,'Regiunea SUD-VEST OLTENIA',2012,126.9
Softwood,'Regiunea SUD-VEST OLTENIA',2013,126.5
Softwood,'Regiunea SUD-VEST OLTENIA',2014,127.8
Softwood,'Regiunea SUD-VEST OLTENIA',2015,128.4
Softwood,'Regiunea SUD-VEST OLTENIA',2016,127.8
Softwood,'Regiunea SUD-VEST OLTENIA',2017,126.8
Softwood,'Regiunea SUD-VEST OLTENIA',2018,122.5
Softwood,'Regiunea SUD-VEST OLTENIA',2019,122.4
Softwood,Dolj,1990,1.1
Softwood,Dolj,1991,1.1
Softwood,Dolj,1992,1.0
Softwood,Dolj,1993,1.1
Softwood,Dolj,1994,1.1
Softwood,Dolj,1995,1.1
Softwood,Dolj,1996,1.1
Softwood,Dolj,1997,0.9
Softwood,Dolj,1998,0.9
Softwood,Dolj,1999,0.8
Softwood,Dolj,2000,0.8
Softwood,Dolj,2001,0.8
Softwood,Dolj,2002,0.8
Softwood,Dolj,2003,0.8
Softwood,Dolj,2004,0.8
Softwood,Dolj,2005,0.8
Softwood,Dolj,2006,0.8
Softwood,Dolj,2007,0.8
Softwood,Dolj,2008,0.8
Softwood,Dolj,2009,0.7
Softwood,Dolj,2010,0.8
Softwood,Dolj,2011,0.8
Softwood,Dolj,2012,0.8
Softwood,Dolj,2013,0.8
Softwood,Dolj,2014,0.8
Softwood,Dolj,2015,0.8
Softwood,Dolj,2016,0.8
Softwood,Dolj,2017,0.7
Softwood,Dolj,2018,0.7
Softwood,Dolj,2019,0.7
Softwood,Gorj,1990,31.1
Softwood,Gorj,1991,31.3
Softwood,Gorj,1992,30.1
Softwood,Gorj,1993,27.9
Softwood,Gorj,1994,26.6
Softwood,Gorj,1995,25.9
Softwood,Gorj,1996,26.0
Softwood,Gorj,1997,25.8
Softwood,Gorj,1998,25.8
Softwood,Gorj,1999,26.0
Softwood,Gorj,2000,26.0
Softwood,Gorj,2001,25.7
Softwood,Gorj,2002,25.2
Softwood,Gorj,2003,24.6
Softwood,Gorj,2004,24.5
Softwood,Gorj,2005,23.4
Softwood,Gorj,2006,25.0
Softwood,Gorj,2007,24.9
Softwood,Gorj,2008,25.9
Softwood,Gorj,2009,26.0
Softwood,Gorj,2010,25.9
Softwood,Gorj,2011,26.0
Softwood,Gorj,2012,25.9
Softwood,Gorj,2013,25.6
Softwood,Gorj,2014,25.6
Softwood,Gorj,2015,26.3
Softwood,Gorj,2016,26.5
Softwood,Gorj,2017,26.3
Softwood,Gorj,2018,26.1
Softwood,Gorj,2019,26.1
Softwood,Mehedinti,1990,9.1
Softwood,Mehedinti,1991,9.1
Softwood,Mehedinti,1992,8.8
Softwood,Mehedinti,1993,8.4
Softwood,Mehedinti,1994,8.4
Softwood,Mehedinti,1995,8.4
Softwood,Mehedinti,1996,8.4
Softwood,Mehedinti,1997,8.4
Softwood,Mehedinti,1998,8.4
Softwood,Mehedinti,1999,8.4
Softwood,Mehedinti,2000,7.1
Softwood,Mehedinti,2001,6.8
Softwood,Mehedinti,2002,6.7
Softwood,Mehedinti,2003,6.4
Softwood,Mehedinti,2004,6.4
Softwood,Mehedinti,2005,6.3
Softwood,Mehedinti,2006,6.3
Softwood,Mehedinti,2007,6.3
Softwood,Mehedinti,2008,6.2
Softwood,Mehedinti,2009,6.3
Softwood,Mehedinti,2010,6.3
Softwood,Mehedinti,2011,6.3
Softwood,Mehedinti,2012,6.4
Softwood,Mehedinti,2013,6.3
Softwood,Mehedinti,2014,7.5
Softwood,Mehedinti,2015,7.5
Softwood,Mehedinti,2016,7.6
Softwood,Mehedinti,2017,6.8
Softwood,Mehedinti,2018,6.8
Softwood,Mehedinti,2019,6.5
Softwood,Olt,1990,0.4
Softwood,Olt,1991,0.4
Softwood,Olt,1992,0.4
Softwood,Olt,1993,0.3
Softwood,Olt,1994,0.3
Softwood,Olt,1995,0.3
Softwood,Olt,1996,0.3
Softwood,Olt,1997,0.3
Softwood,Olt,1998,0.3
Softwood,Olt,1999,0.3
Softwood,Olt,2000,0.2
Softwood,Olt,2001,0.2
Softwood,Olt,2002,0.2
Softwood,Olt,2003,0.3
Softwood,Olt,2004,0.2
Softwood,Olt,2005,0.2
Softwood,Olt,2006,0.2
Softwood,Olt,2007,0.2
Softwood,Olt,2008,0.2
Softwood,Olt,2009,0.2
Softwood,Olt,2010,0.2
Softwood,Olt,2011,0.2
Softwood,Olt,2012,0.2
Softwood,Olt,2013,0.2
Softwood,Olt,2014,0.2
Softwood,Olt,2015,0.2
Softwood,Olt,2016,0.2
Softwood,Olt,2017,0.2
Softwood,Olt,2018,0.2
Softwood,Olt,2019,0.2
Softwood,Valcea,1990,82.0
Softwood,Valcea,1991,82.7
Softwood,Valcea,1992,82.6
Softwood,Valcea,1993,80.9
Softwood,Valcea,1994,81.6
Softwood,Valcea,1995,81.2
Softwood,Valcea,1996,81.2
Softwood,Valcea,1997,80.9
Softwood,Valcea,1998,80.2
Softwood,Valcea,1999,80.1
Softwood,Valcea,2000,80.0
Softwood,Valcea,2001,80.0
Softwood,Valcea,2002,79.3
Softwood,Valcea,2003,78.7
Softwood,Valcea,2004,79.0
Softwood,Valcea,2005,92.2
Softwood,Valcea,2006,91.6
Softwood,Valcea,2007,92.2
Softwood,Valcea,2008,92.0
Softwood,Valcea,2009,93.8
Softwood,Valcea,2010,93.9
Softwood,Valcea,2011,93.5
Softwood,Valcea,2012,93.6
Softwood,Valcea,2013,93.6
Softwood,Valcea,2014,93.7
Softwood,Valcea,2015,93.6
Softwood,Valcea,2016,92.7
Softwood,Valcea,2017,92.8
Softwood,Valcea,2018,88.7
Softwood,Valcea,2019,88.9
Softwood,'Regiunea VEST',1990,171.2
Softwood,'Regiunea VEST',1991,171.9
Softwood,'Regiunea VEST',1992,171.4
Softwood,'Regiunea VEST',1993,167.7
Softwood,'Regiunea VEST',1994,166.3
Softwood,'Regiunea VEST',1995,165.2
Softwood,'Regiunea VEST',1996,157.5
Softwood,'Regiunea VEST',1997,156.5
Softwood,'Regiunea VEST',1998,153.2
Softwood,'Regiunea VEST',1999,153.3
Softwood,'Regiunea VEST',2000,153.3
Softwood,'Regiunea VEST',2001,152.3
Softwood,'Regiunea VEST',2002,154.7
Softwood,'Regiunea VEST',2003,154.7
Softwood,'Regiunea VEST',2004,154.3
Softwood,'Regiunea VEST',2005,153.3
Softwood,'Regiunea VEST',2006,147.5
Softwood,'Regiunea VEST',2007,150.0
Softwood,'Regiunea VEST',2008,150.7
Softwood,'Regiunea VEST',2009,151.8
Softwood,'Regiunea VEST',2010,150.9
Softwood,'Regiunea VEST',2011,149.6
Softwood,'Regiunea VEST',2012,147.5
Softwood,'Regiunea VEST',2013,147.3
Softwood,'Regiunea VEST',2014,143.6
Softwood,'Regiunea VEST',2015,142.6
Softwood,'Regiunea VEST',2016,143.0
Softwood,'Regiunea VEST',2017,142.0
Softwood,'Regiunea VEST',2018,141.1
Softwood,'Regiunea VEST',2019,140.0
Softwood,Arad,1990,17.7
Softwood,Arad,1991,17.8
Softwood,Arad,1992,17.7
Softwood,Arad,1993,19.2
Softwood,Arad,1994,17.9
Softwood,Arad,1995,17.4
Softwood,Arad,1996,15.9
Softwood,Arad,1997,15.2
Softwood,Arad,1998,15.1
Softwood,Arad,1999,15.1
Softwood,Arad,2000,15.2
Softwood,Arad,2001,15.2
Softwood,Arad,2002,15.2
Softwood,Arad,2003,13.8
Softwood,Arad,2004,15.0
Softwood,Arad,2005,14.6
Softwood,Arad,2006,14.7
Softwood,Arad,2007,14.1
Softwood,Arad,2008,14.2
Softwood,Arad,2009,14.0
Softwood,Arad,2010,13.4
Softwood,Arad,2011,13.4
Softwood,Arad,2012,13.3
Softwood,Arad,2013,13.2
Softwood,Arad,2014,12.9
Softwood,Arad,2015,12.6
Softwood,Arad,2016,13.0
Softwood,Arad,2017,12.9
Softwood,Arad,2018,12.7
Softwood,Arad,2019,11.9
Softwood,Caras-Severin,1990,60.1
Softwood,Caras-Severin,1991,60.5
Softwood,Caras-Severin,1992,60.3
Softwood,Caras-Severin,1993,58.4
Softwood,Caras-Severin,1994,58.6
Softwood,Caras-Severin,1995,57.5
Softwood,Caras-Severin,1996,52.7
Softwood,Caras-Severin,1997,52.3
Softwood,Caras-Severin,1998,50.6
Softwood,Caras-Severin,1999,50.4
Softwood,Caras-Severin,2000,50.4
Softwood,Caras-Severin,2001,50.4
Softwood,Caras-Severin,2002,53.1
Softwood,Caras-Severin,2003,54.2
Softwood,Caras-Severin,2004,52.4
Softwood,Caras-Severin,2005,51.6
Softwood,Caras-Severin,2006,45.0
Softwood,Caras-Severin,2007,46.0
Softwood,Caras-Severin,2008,46.8
Softwood,Caras-Severin,2009,45.8
Softwood,Caras-Severin,2010,47.6
Softwood,Caras-Severin,2011,47.2
Softwood,Caras-Severin,2012,46.9
Softwood,Caras-Severin,2013,46.7
Softwood,Caras-Severin,2014,44.4
Softwood,Caras-Severin,2015,43.8
Softwood,Caras-Severin,2016,43.4
Softwood,Caras-Severin,2017,42.9
Softwood,Caras-Severin,2018,42.9
Softwood,Caras-Severin,2019,43.1
Softwood,Hunedoara,1990,86.8
Softwood,Hunedoara,1991,87.0
Softwood,Hunedoara,1992,86.8
Softwood,Hunedoara,1993,83.5
Softwood,Hunedoara,1994,83.7
Softwood,Hunedoara,1995,84.1
Softwood,Hunedoara,1996,82.7
Softwood,Hunedoara,1997,82.8
Softwood,Hunedoara,1998,81.3
Softwood,Hunedoara,1999,81.6
Softwood,Hunedoara,2000,81.6
Softwood,Hunedoara,2001,81.0
Softwood,Hunedoara,2002,81.2
Softwood,Hunedoara,2003,81.5
Softwood,Hunedoara,2004,81.7
Softwood,Hunedoara,2005,81.8
Softwood,Hunedoara,2006,82.5
Softwood,Hunedoara,2007,84.7
Softwood,Hunedoara,2008,84.4
Softwood,Hunedoara,2009,86.7
Softwood,Hunedoara,2010,84.6
Softwood,Hunedoara,2011,83.8
Softwood,Hunedoara,2012,82.4
Softwood,Hunedoara,2013,82.5
Softwood,Hunedoara,2014,81.4
Softwood,Hunedoara,2015,81.3
Softwood,Hunedoara,2016,81.7
Softwood,Hunedoara,2017,81.3
Softwood,Hunedoara,2018,80.6
Softwood,Hunedoara,2019,80.1
Softwood,Timis,1990,6.6
Softwood,Timis,1991,6.6
Softwood,Timis,1992,6.6
Softwood,Timis,1993,6.6
Softwood,Timis,1994,6.1
Softwood,Timis,1995,6.2
Softwood,Timis,1996,6.2
Softwood,Timis,1997,6.2
Softwood,Timis,1998,6.2
Softwood,Timis,1999,6.2
Softwood,Timis,2000,6.1
Softwood,Timis,2001,5.7
Softwood,Timis,2002,5.2
Softwood,Timis,2003,5.2
Softwood,Timis,2004,5.2
Softwood,Timis,2005,5.3
Softwood,Timis,2006,5.3
Softwood,Timis,2007,5.2
Softwood,Timis,2008,5.3
Softwood,Timis,2009,5.3
Softwood,Timis,2010,5.3
Softwood,Timis,2011,5.2
Softwood,Timis,2012,4.9
Softwood,Timis,2013,4.9
Softwood,Timis,2014,4.9
Softwood,Timis,2015,4.9
Softwood,Timis,2016,4.9
Softwood,Timis,2017,4.9
Softwood,Timis,2018,4.9
Softwood,Timis,2019,4.9
Hardwood,TOTAL,1990,4323.5
Hardwood,TOTAL,1991,4323.5
Hardwood,TOTAL,1992,4327.5
Hardwood,TOTAL,1993,4333.5
Hardwood,TOTAL,1994,4332.7
Hardwood,TOTAL,1995,4341.8
Hardwood,TOTAL,1996,4350.1
Hardwood,TOTAL,1997,4353.6
Hardwood,TOTAL,1998,4359.4
Hardwood,TOTAL,1999,4364.4
Hardwood,TOTAL,2000,4366.9
Hardwood,TOTAL,2001,4372.2
Hardwood,TOTAL,2002,4383.2
Hardwood,TOTAL,2003,4382.3
Hardwood,TOTAL,2004,4370.0
Hardwood,TOTAL,2005,4360.3
Hardwood,TOTAL,2006,4379.5
Hardwood,TOTAL,2007,4394.7
Hardwood,TOTAL,2008,4370.5
Hardwood,TOTAL,2009,4399.2
Hardwood,TOTAL,2010,4412.8
Hardwood,TOTAL,2011,4416.3
Hardwood,TOTAL,2012,4428.1
Hardwood,TOTAL,2013,4444.3
Hardwood,TOTAL,2014,4457.6
Hardwood,TOTAL,2015,4468.1
Hardwood,TOTAL,2016,4475.0
Hardwood,TOTAL,2017,4481.8
Hardwood,TOTAL,2018,4500.7
Hardwood,TOTAL,2019,4512.3
Hardwood,'MACROREGIUNEA UNU',1990,1308.4
Hardwood,'MACROREGIUNEA UNU',1991,1309.0
Hardwood,'MACROREGIUNEA UNU',1992,1312.1
Hardwood,'MACROREGIUNEA UNU',1993,1310.2
Hardwood,'MACROREGIUNEA UNU',1994,1309.6
Hardwood,'MACROREGIUNEA UNU',1995,1313.3
Hardwood,'MACROREGIUNEA UNU',1996,1315.9
Hardwood,'MACROREGIUNEA UNU',1997,1319.3
Hardwood,'MACROREGIUNEA UNU',1998,1321.8
Hardwood,'MACROREGIUNEA UNU',1999,1322.0
Hardwood,'MACROREGIUNEA UNU',2000,1322.9
Hardwood,'MACROREGIUNEA UNU',2001,1325.0
Hardwood,'MACROREGIUNEA UNU',2002,1333.4
Hardwood,'MACROREGIUNEA UNU',2003,1335.9
Hardwood,'MACROREGIUNEA UNU',2004,1323.0
Hardwood,'MACROREGIUNEA UNU',2005,1325.9
Hardwood,'MACROREGIUNEA UNU',2006,1326.8
Hardwood,'MACROREGIUNEA UNU',2007,1331.1
Hardwood,'MACROREGIUNEA UNU',2008,1330.6
Hardwood,'MACROREGIUNEA UNU',2009,1333.7
Hardwood,'MACROREGIUNEA UNU',2010,1336.0
Hardwood,'MACROREGIUNEA UNU',2011,1337.9
Hardwood,'MACROREGIUNEA UNU',2012,1337.7
Hardwood,'MACROREGIUNEA UNU',2013,1346.2
Hardwood,'MACROREGIUNEA UNU',2014,1349.2
Hardwood,'MACROREGIUNEA UNU',2015,1353.9
Hardwood,'MACROREGIUNEA UNU',2016,1357.0
Hardwood,'MACROREGIUNEA UNU',2017,1360.7
Hardwood,'MACROREGIUNEA UNU',2018,1370.5
Hardwood,'MACROREGIUNEA UNU',2019,1374.2
Hardwood,'Regiunea NORD-VEST',1990,657.1
Hardwood,'Regiunea NORD-VEST',1991,657.7
Hardwood,'Regiunea NORD-VEST',1992,659.7
Hardwood,'Regiunea NORD-VEST',1993,657.4
Hardwood,'Regiunea NORD-VEST',1994,657.3
Hardwood,'Regiunea NORD-VEST',1995,658.1
Hardwood,'Regiunea NORD-VEST',1996,659.2
Hardwood,'Regiunea NORD-VEST',1997,663.6
Hardwood,'Regiunea NORD-VEST',1998,665.2
Hardwood,'Regiunea NORD-VEST',1999,664.9
Hardwood,'Regiunea NORD-VEST',2000,665.2
Hardwood,'Regiunea NORD-VEST',2001,665.4
Hardwood,'Regiunea NORD-VEST',2002,673.3
Hardwood,'Regiunea NORD-VEST',2003,667.4
Hardwood,'Regiunea NORD-VEST',2004,666.2
Hardwood,'Regiunea NORD-VEST',2005,668.3
Hardwood,'Regiunea NORD-VEST',2006,663.0
Hardwood,'Regiunea NORD-VEST',2007,653.1
Hardwood,'Regiunea NORD-VEST',2008,651.5
Hardwood,'Regiunea NORD-VEST',2009,654.5
Hardwood,'Regiunea NORD-VEST',2010,658.1
Hardwood,'Regiunea NORD-VEST',2011,661.2
Hardwood,'Regiunea NORD-VEST',2012,662.6
Hardwood,'Regiunea NORD-VEST',2013,667.9
Hardwood,'Regiunea NORD-VEST',2014,667.7
Hardwood,'Regiunea NORD-VEST',2015,666.3
Hardwood,'Regiunea NORD-VEST',2016,667.6
Hardwood,'Regiunea NORD-VEST',2017,668.3
Hardwood,'Regiunea NORD-VEST',2018,672.1
Hardwood,'Regiunea NORD-VEST',2019,674.5
Hardwood,Bihor,1990,158.2
Hardwood,Bihor,1991,158.1
Hardwood,Bihor,1992,158.1
Hardwood,Bihor,1993,155.7
Hardwood,Bihor,1994,158.3
Hardwood,Bihor,1995,158.6
Hardwood,Bihor,1996,158.9
Hardwood,Bihor,1997,159.0
Hardwood,Bihor,1998,159.3
Hardwood,Bihor,1999,159.3
Hardwood,Bihor,2000,159.7
Hardwood,Bihor,2001,159.6
Hardwood,Bihor,2002,161.6
Hardwood,Bihor,2003,159.5
Hardwood,Bihor,2004,159.9
Hardwood,Bihor,2005,158.8
Hardwood,Bihor,2006,164.7
Hardwood,Bihor,2007,168.7
Hardwood,Bihor,2008,169.4
Hardwood,Bihor,2009,171.1
Hardwood,Bihor,2010,171.1
Hardwood,Bihor,2011,172.0
Hardwood,Bihor,2012,172.6
Hardwood,Bihor,2013,173.1
Hardwood,Bihor,2014,172.3
Hardwood,Bihor,2015,172.7
Hardwood,Bihor,2016,171.9
Hardwood,Bihor,2017,171.7
Hardwood,Bihor,2018,173.3
Hardwood,Bihor,2019,173.1
Hardwood,Bistrita-Nasaud,1990,98.4
Hardwood,Bistrita-Nasaud,1991,98.5
Hardwood,Bistrita-Nasaud,1992,98.5
Hardwood,Bistrita-Nasaud,1993,98.6
Hardwood,Bistrita-Nasaud,1994,98.0
Hardwood,Bistrita-Nasaud,1995,98.2
Hardwood,Bistrita-Nasaud,1996,97.2
Hardwood,Bistrita-Nasaud,1997,99.0
Hardwood,Bistrita-Nasaud,1998,98.6
Hardwood,Bistrita-Nasaud,1999,98.3
Hardwood,Bistrita-Nasaud,2000,98.4
Hardwood,Bistrita-Nasaud,2001,98.7
Hardwood,Bistrita-Nasaud,2002,104.5
Hardwood,Bistrita-Nasaud,2003,101.1
Hardwood,Bistrita-Nasaud,2004,100.6
Hardwood,Bistrita-Nasaud,2005,102.6
Hardwood,Bistrita-Nasaud,2006,104.0
Hardwood,Bistrita-Nasaud,2007,104.0
Hardwood,Bistrita-Nasaud,2008,102.5
Hardwood,Bistrita-Nasaud,2009,102.9
Hardwood,Bistrita-Nasaud,2010,103.4
Hardwood,Bistrita-Nasaud,2011,104.2
Hardwood,Bistrita-Nasaud,2012,103.8
Hardwood,Bistrita-Nasaud,2013,105.5
Hardwood,Bistrita-Nasaud,2014,106.5
Hardwood,Bistrita-Nasaud,2015,106.3
Hardwood,Bistrita-Nasaud,2016,106.1
Hardwood,Bistrita-Nasaud,2017,106.3
Hardwood,Bistrita-Nasaud,2018,106.5
Hardwood,Bistrita-Nasaud,2019,106.8
Hardwood,Cluj,1990,92.3
Hardwood,Cluj,1991,92.7
Hardwood,Cluj,1992,93.4
Hardwood,Cluj,1993,93.3
Hardwood,Cluj,1994,93.4
Hardwood,Cluj,1995,93.2
Hardwood,Cluj,1996,93.1
Hardwood,Cluj,1997,93.1
Hardwood,Cluj,1998,93.1
Hardwood,Cluj,1999,93.1
Hardwood,Cluj,2000,92.9
Hardwood,Cluj,2001,92.8
Hardwood,Cluj,2002,92.7
Hardwood,Cluj,2003,92.7
Hardwood,Cluj,2004,92.5
Hardwood,Cluj,2005,91.9
Hardwood,Cluj,2006,79.1
Hardwood,Cluj,2007,79.6
Hardwood,Cluj,2008,80.9
Hardwood,Cluj,2009,82.1
Hardwood,Cluj,2010,84.7
Hardwood,Cluj,2011,85.6
Hardwood,Cluj,2012,86.3
Hardwood,Cluj,2013,88.0
Hardwood,Cluj,2014,86.9
Hardwood,Cluj,2015,85.8
Hardwood,Cluj,2016,87.2
Hardwood,Cluj,2017,87.0
Hardwood,Cluj,2018,90.3
Hardwood,Cluj,2019,91.4
